Final Result is -12.564232
Array is 
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 -0.000043	 -0.000179	
 -0.000648	 -0.001671	 -0.003417	 -0.003670	  0.000000	 -0.000178	 -0.000817	 -0.002679	 -0.007558	 -0.015241	
 -0.020033	  0.000000	 -0.000650	 -0.002675	 -0.009659	 -0.026139	 -0.056776	 -0.071419	  0.000000	 -0.001701	
 -0.007647	 -0.026168	 -0.078991	 -0.179969	 -0.283466	  0.000000	 -0.003520	 -0.015212	 -0.057465	 -0.179224	
 -0.472385	 -0.874767	  0.000000	 -0.005450	 -0.024915	 -0.075956	 -0.279117	 -0.887567	-10.000000	  0.000000	
  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 -0.000058	 -0.000257	 -0.000799	
 -0.002141	 -0.003928	 -0.003670	  0.000000	 -0.000256	 -0.001005	 -0.003445	 -0.008760	 -0.017543	 -0.020033	
  0.000000	 -0.000802	 -0.003461	 -0.011070	 -0.030723	 -0.060993	 -0.071419	  0.000000	 -0.002175	 -0.008757	
 -0.030901	 -0.086224	 -0.195476	 -0.283466	  0.000000	 -0.004256	 -0.018385	 -0.061663	 -0.193861	 -0.481018	
 -0.874767	  0.000000	 -0.003879	 -0.019492	 -0.075956	 -0.279117	 -0.887567	-10.000000	  0.000000	  0.000000	
